gml_id,idurba,nom,etiquette,etiquetmin,siren_nom,siren,nat_jurid,siren_nom2,siren2,nat_jurid2,etat,etat_txt,anneeappro,datappro,datefin,proc_cours,etat_proc,typeproc,typeproc_t,typeproc_d,diag_d,padd_d,doo_d,arret_d,delibreg,delibreg_d,siteweb,siteweb2,dialogue_n,dialogue_t,sdci,nbre_com,pop,surf_km2,info_compl,modif_date,typedoc,padd,rapport,doo,urlrapport,urlpadd,urldoo,urlpe,metadata
scot_approuves.200019990_SCOT_20140130,200019990_SCOT_20140130,SCOT DU PAYS MARITIME ET RURAL DU MONTREUILLOIS,PAYS MARITIME ET RURAL DU MONTREUILLOIS,Pays maritime et rural du Montreuillois,SYNDICAT MIXTE SCHEMA COHERENCE TERRITORIALE PAYS MARITIME RURAL,200019990,Syndicat mixte fermé,SYNDICAT MIXTE DU SCHEMA DE COHERENCE TERRITORIALE DU PAYS MARITIME ET RURAL DU MONTREUILLOIS,200048221,Pôle d'équilibre territorial et rural (PETR),3,Opposable,2014,30/01/2014,,,,,,,,,,,,07/10/2013,https://www.ca2bm.fr/urbanisme/le-scot-schema-de-coherence-territoriale,https://lgp-avocats-blog.fr/2020/10/02/annulation-partielle-du-scot-du-pays-maritime-et-rural-du-montreuillois-a-publier/,5,Littoral Sud,oui,70,77181,637,Annulation partielle le 2020-06-30 (cf lien web 2),23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.246000863_SCOT_20060629,246000863_SCOT_20060629,SCOT DE LA THELLOISE,THELLOISE,Thelloise,COMMUNAUTE DE COMMUNES DU PAYS DE THELLE,246000863,Communauté de communes,CC THELLOISE,200067973,Communauté de communes,3,Opposable,2006,29/06/2006,,,,,,,,,,,,,https://www.thelloise.fr/amenagement-du-territoire-urbanisme/scot,,6,Oise,oui,34,47107,252,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200009918_SCOT_20130326,200009918_SCOT_20130326,SCOT DU GRAND CREILLOIS,GRAND CREILLOIS,Grand Creillois,SYNDICAT MIXTE DU GRAND CREILLOIS,200009918,Syndicat mixte fermé,SYNDICAT MIXTE DU BASSIN CREILLOIS ET DES VALLEES BRETHOISE,200009918,Syndicat mixte fermé,3,Opposable,2013,26/03/2013,,,,,,,,,,,,,https://www.creilsudoise.fr/cadre-de-vie/strategie-territoriale/scot,https://www.smbcvb.fr/?page=35,6,Oise,,14,95595,100,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.246000921_SCOT_20110628,246000921_SCOT_20110628,SCOT DU PAYS D'OISE ET D'HALATTE,PAYS D'OISE ET D'HALATTE,Pays d'Oise et d'Halatte,COMMUNAUTE DE COMMUNES DES PAYS OISE ET HALATTE,246000921,Communauté de communes,,,,3,Opposable,2011,28/06/2011,,,,,,,,,,,,,https://www.ccpoh.fr/amenager-le-territoire/planification/scot/le-scot-de-la-ccpoh,https://oiselavallee.org/?p=273,6,Oise,,17,34798,140,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.246001010_SCOT_20121215,246001010_SCOT_20121215,SCOT DE l'ARC,ARC,Arc,CA AGGLOMERATION DE LA REGION DE COMPIEGNE,246001010,Communauté d'agglomération,CA AGGLOMERATION DE LA REGION DE COMPIEGNE ET DE LA BASSE AUTOMNE,200067965,Communauté d'agglomération,3,Opposable,2012,15/12/2012,,,,1,Elaboration,,,,,,,28/09/2012,https://www.agglo-compiegne.fr/scot,,6,Oise,oui,16,73925,209,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.246000749_SCOT_20080201,246000749_SCOT_20080201,SCOT DES LISIERES DE L'OISE,LISIERES DE L'OISE,Lisières de l'Oise,CC DES LISIERES DE L'OISE,246000749,Communauté de communes,,,,3,Opposable,2008,01/02/2008,,,,,,,,,,29/06/2007,,,https://ccloise.com/schema-de-coherence-territoriale-scot/,https://ccloise.com/bilan-du-scot-reunion-publique-le-8-octobre-2020-a-couloisy/,6,Oise,,20,16958,211,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200013696_SCOT_20170310,200013696_SCOT_20170310,SCOT DU GRAND AMIENOIS,GRAND AMIENOIS,Grand Amiénois,SYNDICAT MIXTE DU PAYS DU GRAND AMIENOIS,200013696,Syndicat mixte fermé,POLE METROPOLITAIN DU GRAND AMIENOIS,200082063,Pôle métropolitain,3,Opposable,2017,10/03/2017,,,,3,Modification simplifiée,,,,,,,,<![CDATA[http://www.aduga.org/index.php?lvl=cmspage&pageid=4&id_article=914]]>,,9,Grand Amiénois - Grand Roye,oui,382,346401,3036,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.256203480_SCOT_20080229,256203480_SCOT_20080229,SCOT DE L'ARTOIS,ARTOIS,Artois,SMESCOTA,256203480,Syndicat mixte fermé,"CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE",200072460,Communauté d'agglomération,3,Opposable,2008,29/02/2008,,,,,,,,,,,,,https://www.scotdelartois.fr/le-scot-de-lartois/documents-constitutifs/,,3,Artois - Artois Douaisis,oui,100,281249,647,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.256204082_SCOT_20080211,256204082_SCOT_20080211,SCOT LENS-LIEVIN-HENIN-CARVIN,LENS-LIEVIN-HENIN-CARVIN,Lens-Liévin-Hénin-Carvin,SYNDICAT MIXTE DE MISE EN OEUVRE DU SCOT,256204082,Syndicat mixte fermé,,,,3,Opposable,2008,11/02/2008,,,,,,,,,,,,,http://www.scot-llhc.fr/Le-SCoT-LLHC/Les-documents-du-SCoT,,3,Artois - Artois Douaisis,,50,371662,352,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.240200261_SCOT_20140217,240200261_SCOT_20140217,SCOT DE l'AGGLOMERATION DE SAINT-QUENTIN,AGGLOMERATION DE SAINT-QUENTIN,Agglomération de Saint-quentin,COMMUNAUTE AGGLOMERATION ST QUENTIN,240200261,Communauté d'agglomération,CA DU SAINT-QUENTINOIS,200071892,Communauté d'agglomération,3,Opposable,2014,17/02/2014,,,,,,,,,,17/06/2013,,,https://www.agglo-saintquentinois.fr/pratique/urbanisme-et-amenagement-du-territoire/le-schema-de-coherence-territoriale-1038.html,,8,Aisne Nord - Est Somme,,20,74365,159,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200003333_SCOT_20110221,200003333_SCOT_20110221,SCOT DU PAYS DU CHAUNOIS,PAYS DU CHAUNOIS,Pays du Chaunois,SYNDICAT MIXTE DU PAYS CHAUNOIS,200003333,Syndicat mixte fermé,,,,3,Opposable,2011,21/02/2011,,,,,,,,,,,,,http://www.payschaunois.fr/scot/,,8,Aisne Nord - Est Somme,oui,71,66837,581,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200013589_SCOT_20180904,200013589_SCOT_20180904,SCOT DU BOULONNAIS,BOULONNAIS,Boulonnais,SYNDICAT MIXTE DU SCOT DU BOULONNAIS,200013589,Syndicat mixte fermé,,,,3,Opposable,2018,04/09/2018,,,,,,,,,,,,,http://www.scot-boulonnais.fr/,,1,Littoral - Côte d'Opale,,53,141171,453,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.240200691_SCOT_20140124,240200691_SCOT_20140124,SCOT CC VILLERS-COTTERETS FORET DE RETZ,VILLERS-COTTERETS FORET DE RETZ,Villers-Cotterêts forêt De Retz,COMMUNAUTE DE COMMUNES DE VILLERS COTTERETS ET FORET DE RETZ,240200691,Communauté de communes,CC VILLERS-COTTERETS FORET DE RETZ,200071991,Communauté de communes,3,Opposable,2014,24/01/2014,,,,,,,,,,09/07/2013,,18/10/2013,https://www.cc-retz-en-valois.fr/vie-pratique/urbanisme/orientations-damenagement-territoire-scot/,,7,Aisne Sud,oui,18,16300,233,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.240200279_SCOT_20131223,240200279_SCOT_20131223,SCOT DU VAL DE L'OISE,VAL DE L'OISE,Val de l'Oise,COMMUNAUTE DE COMMUNES VALLEE DE L'OISE,240200279,Communauté de communes,COMMUNAUTE DE COMMUNES DU VAL DE L'OISE,200040426,Communauté de communes,3,Opposable,2013,23/12/2013,,,,,,,,,,,13033,27/09/2013,https://www.ccvo.fr/schema-de-coherence-territoriale-s-c-o-t-de-la-c-c-de-la-vallee-de-loise/,,8,Aisne Nord - Est Somme,oui,28,13178,278,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.246000582_SCOT_20200305,246000582_SCOT_20200305,SCOT DES SABLONS,SABLONS,Sablons,COMMUNAUTE DE COMMUNES DES SABLONS,246000582,Communauté de communes,,,,3,Opposable,2020,05/03/2020,,,,2,Révision,16/11/2017,,,,26/09/2019,,04/02/2020,<![CDATA[http://cc-sablons.com/index.php?option=com_content&view=article&id=160&Itemid=177]]>,,6,Oise,,20,36626,227,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200008498_SCOT_20170703,200008498_SCOT_20170703,SCOT DE SAMBRE AVESNOIS,SAMBRE AVESNOIS,Sambre Avesnois,SYNDICAT MIXTE SCHEMA COHERENCE TERRITORIALE SAMBRE AVESNOIS,200008498,Syndicat mixte fermé,,,,3,Opposable,2017,03/07/2017,,,,,,,,,,,20161079,23/09/2016,http://www.scot-sambre-avesnois.fr/telechargement.html,https://juricaf.org/arret/FRANCE-COURADMINISTRATIVEDAPPELDEDOUAI-20210126-19DA01514,4,Hainaut Cambrésis,,151,234948,1409,Approbation annulé le 2019-05-02 par délibération du TA de Lille : cette délibération d'annulation est à son tout annulée le 2021-01-26 par la cour administrative d'appel de Douai. Le Scot redevient opposable.,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.256005653_SCOT_20130529,256005653_SCOT_20130529,SCOT DE LA BASSE-AUTOMNE ET DE LA PLAINE D'ESTREES,BASSE AUTOMNE ET PLAINE D'ESTREES,Basse Automne et Plaine d'Estrées,SYND MIXTE BASSE AUTOMNE PLAINE ESTREE,256005653,Syndicat mixte fermé,COMMUNAUTE DE COMMUNES PLAINE D'ESTREES,246000897,Communauté de communes,3,Opposable,2013,29/05/2013,,,,,,,,,,27/06/2012,,,https://www.ccplaine-estrees.com/developpement-du-territoire/amenager/schema-de-coherence-territoriale-scot/,,6,Oise,,25,28817,223,,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.240200477_SCOT_20121211,240200477_SCOT_20121211,SCOT DU SOISSONNAIS,SOISSONNAIS,Soissonnais,COMMUNAUTE D'AGGLOMERATION DU SOISSONNAIS,240200477,Communauté d'agglomération,GRANDSOISSONS AGGLOMERATION,240200477,Communauté d'agglomération,3,Opposable,2012,11/12/2012,,,,,,,,,,,,,http://agglo.grandsoissons.com/habiter/amenagement-du-territoire/scot-363.html,http://agglo.grandsoissons.com/fileadmin/user_upload/AGGLO/Habitat/20181122_schemadecoherenceterritoriale_analysescot6ans_maintien_delib32.pdf,7,Aisne Sud,,28,53472,181,"extrait site web : ""un PETR est en cours de création et sera chargé d'élaborer un nouveau SCoT. A l'avenir, c'est donc à l'échelle de 4 EPCI : GrandSoissons , CC Retz-en-Valois, CC du Val de l'Aisne, CC Oulchy-le-Château""",23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.256203001_SCOT_20140106,256203001_SCOT_20140106,SCOT DU PAYS DU CALAISIS,PAYS DU CALAISIS,Pays du Calaisis,SYNDICAT MIXTE DU PAYS DU CALAISIS (SYMPAC),256203001,Syndicat mixte fermé,,,,3,Opposable,2014,06/01/2014,,,,,,,,,,,20122456,15/10/2012,http://www.pays-du-calaisis.fr/le-scot/documents-applicables/,,1,Littoral - Côte d'Opale,,52,161521,597,Autre date de delibération région : 2012-10-07,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.255902660_SCOT_20200310,255902660_SCOT_20200310,SCOT DE LA REGION FLANDRE-DUNKERQUE,FLANDRE DUNKERQUE,Flandre Dunkerque,SYNDICAT MIXTE POUR LE SCOT DE LA REGION FLANDRE DUNKERQUE,255902660,Syndicat mixte fermé,,,,3,Opposable,2020,10/03/2020,,,,2,Révision,,30/09/2015,25/10/2016,26/03/2018,11/09/2019,201902381,26/11/2019,http://scotflandredunkerque.fr/le-scot-flandre-dunkerque/,,1,Littoral - Côte d'Opale,,57,257667,750,Autre arrêté le 2018-12-14 et autre avis le 2019-04-02 (delib 201900618),23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.255902330_SCOT_20121123,255902330_SCOT_20121123,SCOT DU CAMBRESIS,CAMBRESIS,Cambrésis,SYNDICAT MIXTE DU PAYS DU CAMBRESIS,255902330,Syndicat mixte fermé,SYNDICAT MIXTE DU POLE D'EQUILIBRE TERRITORIAL ET RURAL DU PAYS DU CAMBRESIS,200078681,Pôle d'équilibre territorial et rural (PETR),3,Opposable,2012,23/11/2012,,,,,,,,,,,20120235,06/02/2012,http://www.paysducambresis.fr/le-pays-en-actions/urbanisme/schema-de-coherence-territoriale-scot/,,4,Hainaut Cambrésis,,110,162402,846,Autres avis région les 2011-05-09 et 2011-07-04,23/02/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200049427_SCOT_20200313,200049427_SCOT_20200313,SCOT DU PAYS INTERREGIONAL BRESLE-YERES,PAYS INTERREGIONAL BRESLE-YERES,Pays interrégional Bresle-Yères,PETR INTERREGIONAL BRESLE YERES,200049427,Pôle d'équilibre territorial et rural (PETR),,,,3,Opposable,2020,13/03/2020,,,,2,Révision,13/06/2013,16/02/2015,02/05/2018,,12/04/2019,201901521,02/07/2019,https://ccbreslemaritime.sharepoint.com/:f:/s/EXTERIEUR/EttFx3UTd3BAkKoS2tpf9AoB1OH69xHSiLtGud7WF-uwtA?e=hXrSPI,,5,Littoral Sud,,72,59920,679,,04/05/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
scot_approuves.200029429_SCOT_20160407,200029429_SCOT_20160407,SCOT DU TERNOIS,TERNOIS,Ternois,SYNDICAT MIXTE POUR LE SCHEMA DE COHERENCE TERRITORIALE DU PAYS DU TERNOIS,200029429,Syndicat mixte fermé,POLE D'EQUILIBRE TERRITORIAL ET RURAL (PETR) TERNOIS-7 VALLEES,200075679,Pôle d'équilibre territorial et rural (PETR),3,Opposable,2016,07/04/2016,,,,,,,,,,09/07/2015,20152317,05/10/2015,https://petrternois7vallees.fr/le-schema-de-coherence-territoriale-scot/,,5,Littoral Sud,,103,38552,634,,04/05/2021,SCOT,,,,,,,,https://geocatalogue.hautsdefrance.fr/geonetwork/srv/fre/catalog.search#/metadata/ee965118-2416-4d48-b07e-bbc696f002c2
